Started phase 0, duration: 60s @ 10:39:14(-0800) 2019-03-08
house 9108996 '705 Hammes Row' sold for 6685767
house 7460913 '3820 Cruickshank Curve' sold for 18229527
house 7751028 '99735 Allene Islands' sold for 11543910
house 9768797 '1293 Klein Loop' sold for 9589456
house 9018119 '048 McCullough Plains' sold for 9939296
house 7821177 '688 Wehner Ramp' sold for 6599775
house 9258891 '24366 Clotilde Mission' sold for 3231473
house 7571472 '89133 Grace Loaf' sold for 21492847
house 9706806 '933 Ben Street' sold for 17363965
house 8877827 '2395 MacGyver Station' sold for 20227794
house 8994480 '6196 Veum Fork' sold for 14234402
house 7519317 '284 Orie Field' sold for 6717524
house 7469064 '43532 Esperanza Springs' sold for 10253138
house 7601208 '74030 Amir Islands' sold for 6315022
house 9845241 '6589 Helmer Manor' sold for 19553592
house 8426711 '076 Kilback Row' sold for 25060672
house 7987663 '782 Mervin Parks' sold for 17885495
house 7773162 '96996 Gutkowski Stravenue' sold for 24992034
house 8126053 '72139 Windler Street' sold for 9423939
house 7692233 '055 Abner Squares' sold for 22897974
house 9449399 '917 Russel Via' sold for 14853963
house 9277635 '694 Kihn Common' sold for 1162383
house 9278713 '30760 Powlowski Coves' sold for 9961239
house 7551353 '167 Volkman Stream' sold for 21313367
house 9299699 '3392 Streich Lodge' sold for 12235031
house 9801848 '914 Katarina Estates' sold for 1145724
house 9373504 '33961 Shanel Shore' sold for 9235140
house 8366874 '042 Buckridge Trace' sold for 9361903
house 7875317 '06998 Schmeler River' sold for 16616797
house 9688117 '435 Miller Islands' sold for 19595953
house 8540051 '81494 Florencio Via' sold for 23423862
house 8612685 '034 Brycen Wells' sold for 3065465
house 8527515 '0687 Brakus River' sold for 10622279
house 8058050 '1423 Lorna Overpass' sold for 6434319
house 8810464 '740 Nat Mount' sold for 7250896
house 9108498 '436 Olson Springs' sold for 16171937
house 7730687 '7291 Yundt Groves' sold for 6221906
house 9699279 '27834 Steuber Unions' sold for 8221279
house 8887537 '00126 Kohler Rapid' sold for 7069431
house 7608760 '23771 Arlene Forges' sold for 3331259
house 9258493 '911 Emmerich Summit' sold for 10321246
house 9025259 '1507 Yost Island' sold for 18322977
house 9509735 '00752 Lesley Trail' sold for 12240293
house 7456895 '838 Zemlak Ways' sold for 21651301
house 9857228 '95269 Mayer Shoals' sold for 22992603
house 7697064 '005 Beier Crest' sold for 13365792
house 9221028 '807 Jackeline Garden' sold for 10968589
house 9778107 '953 Batz Fields' sold for 7665371
house 8839038 '5411 Hermann Forges' sold for 8984818
house 7470680 '22889 Willie Road' sold for 14860296
house 7595117 '729 Elliott Common' sold for 3759710
house 7456329 '82069 Izaiah Brook' sold for 17894264
house 9607208 '742 Neha Rapids' sold for 13684250
house 8796871 '346 Littel Gardens' sold for 2034193
house 9531882 '3313 Stan View' sold for 19224335
house 8085893 '55108 Nikolaus Crest' sold for 26152850
house 7454774 '1322 Effertz Forks' sold for 6371277
house 9406105 '730 Parker Knoll' sold for 803701
house 8775897 '277 Sheila Ways' sold for 12606354
house 7872509 '745 Fern Valley' sold for 20443034
house 9487521 '874 Karley Crossroad' sold for 11470014
house 9274763 '17066 Metz Camp' sold for 13258331
house 9324084 '6203 Yasmin Shoal' sold for 22746155
house 8972909 '3798 Abdiel Curve' sold for 10910466
house 9597649 '726 King Park' sold for 27274672
house 8305162 '433 Thompson Mills' sold for 3831964
house 8825081 '5408 Stephon Plaza' sold for 7514490
house 9674675 '583 Elisha Square' sold for 29882443
house 7656234 '5716 Elsa Corner' sold for 28029013
house 7971485 '30006 Nathen Manor' sold for 6721557
house 9036714 '4397 Herman Highway' sold for 4750050
house 8267030 '18092 Douglas Cape' sold for 13903182
house 8883330 '835 Chyna Plains' sold for 20956487
house 8342052 '4808 Helene Way' sold for 21603039
house 8289371 '92239 Mohr Lake' sold for 27643407
house 8854248 '7864 Ned Park' sold for 10941042
house 7417355 '3643 Zemlak Causeway' sold for 24737623
house 9124156 '71821 Vivien Turnpike' sold for 8124276
house 9176546 '88484 Paucek Crescent' sold for 23092859
house 9984126 '3564 Balistreri Mount' sold for 986485
house 7728902 '5699 Erwin Hills' sold for 2265823
house 7986673 '461 Runte Orchard' sold for 10275603
house 9488442 '91893 Kub Highway' sold for 14245383
house 7871109 '943 Fritsch Plaza' sold for 15355112
house 9106621 '9709 Jones Gateway' sold for 1369033
house 9065117 '93300 Barrows Shore' sold for 17397651
house 8758066 '49294 Halvorson Field' sold for 12143933
house 9197929 '21319 Jalyn Mission' sold for 19202617
house 8599367 '18435 Brycen Run' sold for 23362447
house 8121466 '85336 Laila Land' sold for 27278642
house 9985718 '9263 Baron Loop' sold for 12160904
house 7768603 '36049 Julian Mill' sold for 29567970
house 7949452 '738 Elisha Trace' sold for 16534778
house 8787678 '02410 Koepp Fort' sold for 20258224
house 9696168 '625 Will Center' sold for 3395478
house 8452799 '0775 Little Haven' sold for 9107580
house 8486822 '08102 Kailyn Fall' sold for 20306979
house 9243159 '54818 Smith View' sold for 11065169
house 7773651 '979 Yasmin Well' sold for 991906
house 7689974 '59991 Marietta Burg' sold for 10579307
house 9866946 '7983 Luciano Springs' sold for 22083970
house 9031274 '3854 Kling Canyon' sold for 13451473
house 8182039 '54671 West Mission' sold for 5060385
house 7758152 '8378 Bosco Pike' sold for 3147114
house 8200092 '1900 Parker Road' sold for 29183118
house 7527735 '5222 Vida Trafficway' sold for 1543034
house 9848876 '5308 Douglas Inlet' sold for 19688009
house 8390307 '638 Nichole Walks' sold for 18830378
house 9897874 '64321 Jerod Inlet' sold for 11530927
house 9281016 '9987 Murphy Creek' sold for 27985897
house 8746124 '12997 Rashawn Streets' sold for 9433065
house 8622332 '276 Janick Village' sold for 5982213
house 9913503 '934 Angel River' sold for 7147556
house 8985555 '15699 Collins Walks' sold for 27179059
house 7829362 '67537 Towne Forges' sold for 20893016
house 7602238 '9978 Jon Land' sold for 9800943
house 9748313 '151 Lindgren Spring' sold for 19648079
house 9201670 '79137 Matilde Trail' sold for 26617052
house 7726328 '899 Agustina View' sold for 18467253
house 9379560 '6501 Sheridan Dam' sold for 3750325
house 7500323 '140 Megane Ways' sold for 28040419
house 8338961 '0541 Simonis Falls' sold for 8265571
house 9555013 '50257 Lincoln Rue' sold for 10161556
house 7915338 '27107 Huel Harbor' sold for 23606683
house 7846534 '277 Alivia Path' sold for 16366652
house 9154947 '9092 Langosh Isle' sold for 3133419
house 8243447 '9595 Toy Gateway' sold for 5225851
house 9581489 '204 Skyla Loop' sold for 22069686
house 7590957 '1164 Spencer Passage' sold for 12489521
house 9425954 '7634 Marlen Shore' sold for 28060507
house 9896019 '641 McLaughlin Haven' sold for 26233742
house 7821532 '84528 Sandy Fork' sold for 2319630
house 9130464 '706 Morissette Drives' sold for 9127309
house 9441244 '3357 Yost Passage' sold for 29044281
house 7414363 '8745 Reynolds Expressway' sold for 25651537
house 9625372 '923 Willis Turnpike' sold for 3418096
house 7824224 '58425 Schamberger Locks' sold for 19068083
house 7487438 '6393 Iva Falls' sold for 28224969
house 9460511 '5682 Trudie Brook' sold for 11744895
house 8940426 '0002 Wunsch Fort' sold for 21900741
house 8833963 '713 Little Village' sold for 4134995
house 7422843 '8571 Crist Circles' sold for 6469483
house 7770924 '7167 Ibrahim Square' sold for 6726076
house 8445452 '4110 Carlee Point' sold for 4030420
house 8147797 '7180 Kreiger Center' sold for 15287009
house 8497367 '169 Alycia Knolls' sold for 28642222
house 9803414 '94811 Alisa Dale' sold for 20867099
house 7423511 '32021 Newell Street' sold for 7192306
house 8576629 '5725 Jaquan Ramp' sold for 21997273
house 7624532 '5864 Powlowski Viaduct' sold for 10246223
house 8410264 '1166 Lou Turnpike' sold for 17450797
house 8339520 '93571 Kub Parkway' sold for 6794067
house 9005869 '50308 Stamm Park' sold for 14577328
house 8961938 '073 Adolfo Fall' sold for 26554707
house 9630499 '39541 Magnolia Pine' sold for 7337492
house 9756776 '5211 Larkin Crossing' sold for 20520948
house 9331346 '102 Prohaska Forges' sold for 19221212
house 8418017 '42750 Anabel Neck' sold for 14260773
house 7478826 '950 Douglas Walks' sold for 13608635
house 8065513 '85210 Theron Expressway' sold for 6409497
house 9481121 '8329 Coralie Light' sold for 28169244
house 7959229 '33292 Julien Run' sold for 8485356
house 7476157 '3834 Maxwell Ports' sold for 9070919
house 7651651 '0218 Ruthie Vista' sold for 4092660
house 9477569 '538 Bridget Land' sold for 14951361
house 7752861 '871 Hoppe Plain' sold for 549231
house 9077126 '028 Windler Mission' sold for 2482499
house 8509040 '015 Braun Brooks' sold for 751536
house 9033387 '2199 Reynolds Tunnel' sold for 25307571
house 8243987 '919 Nayeli Plaza' sold for 29758833
house 9952550 '9055 Renner Station' sold for 2426731
house 8733348 '6615 Paucek Vista' sold for 14249979
house 8405937 '65540 Morissette Run' sold for 19646777
house 8540725 '2055 Murphy Neck' sold for 14044529
house 8333175 '340 Bauch Stravenue' sold for 2040389
house 8896644 '6130 Orval Skyway' sold for 27008963
house 8787960 '102 Veronica Manors' sold for 12593463
house 9534610 '308 Meagan Forks' sold for 6244717
house 9870458 '944 Marilou Isle' sold for 20455854
house 8660251 '7657 Lillian Row' sold for 22015126
house 8276680 '2734 Lebsack Port' sold for 22921079
house 7652756 '47621 Welch Orchard' sold for 25369586
house 8012995 '55047 Maiya Grove' sold for 3208050
house 7660283 '27524 Robel Well' sold for 5629374
house 8802277 '0999 Lucinda Canyon' sold for 14536459
house 8335322 '992 Durgan Course' sold for 23006527
house 9286707 '672 Irwin Pass' sold for 11597253
house 7733308 '28959 Romaguera Passage' sold for 22711778
house 9001815 '366 Prohaska Valleys' sold for 29556774
house 9390913 '2154 Bruen Inlet' sold for 6923572
house 8350848 '68679 Cornelius Square' sold for 4801595
house 8939888 '14523 Reinger Lakes' sold for 15127934
house 8515367 '41211 Moore Drive' sold for 20295638
house 7777752 '003 Hansen Glen' sold for 19533921
house 8450232 '8479 Ophelia Dale' sold for 22852782
house 8698913 '01992 Wintheiser Center' sold for 28067906
house 9841279 '62996 Kuhlman Squares' sold for 26721212
house 8791163 '069 Rickey Locks' sold for 3059363
house 8828708 '65185 Braun Brooks' sold for 1986509
house 8568366 '6766 Terrill Villages' sold for 13671543
house 8613456 '6516 Boyd Throughway' sold for 28456387
house 8634590 '546 Marcos Crossroad' sold for 2333982
house 9762909 '950 Schimmel Summit' sold for 16278376
house 8847850 '96140 Nicholas Summit' sold for 17843093
house 9511136 '65113 Langosh Springs' sold for 16899452
house 9270284 '46707 Gleason Viaduct' sold for 15593563
house 9340859 '13822 Deshawn Canyon' sold for 19825304
house 9902592 '72546 Boyle Center' sold for 9118719
house 9963225 '1895 Elinore Roads' sold for 7083545
house 9590695 '5885 Nicklaus Skyway' sold for 13598540
house 8725625 '755 Kozey Path' sold for 29597286
house 9226216 '5104 Abdullah Pike' sold for 27093829
house 8093288 '75689 Senger Key' sold for 8714058
house 8728558 '19785 Treutel Land' sold for 21901359
house 8000957 '46051 Streich Squares' sold for 6243048
house 7843610 '1951 Athena Pine' sold for 643224
house 8208181 '67177 Ron Park' sold for 7417151
house 9923392 '47442 Ignacio Plains' sold for 25439201
house 9652956 '168 Keira Trail' sold for 12894231
house 9409298 '49983 Destin Common' sold for 3473464
house 8307604 '5022 Bill Shores' sold for 16639978
house 9752713 '46399 Gottlieb Mountains' sold for 21506523
house 8420182 '436 Austin Point' sold for 13892406
house 7831964 '38627 Jesse Pike' sold for 15595382
house 8136723 '256 Pacocha Field' sold for 24958989
house 9673579 '8762 Lauriane Lodge' sold for 25987070
house 9478919 '22288 Daron Lodge' sold for 17777311
house 7797364 '105 Heathcote Vista' sold for 12805278
house 8378981 '674 Lottie Place' sold for 15620168
house 7908291 '35238 O'Hara Harbor' sold for 2538951
house 8727289 '11434 Friesen Haven' sold for 19826330
house 7706031 '034 Huel Walks' sold for 3051092
house 8956188 '26013 Willms Garden' sold for 13883602
house 9069338 '777 Lubowitz Plain' sold for 21702984
house 7596251 '663 Rocio Rue' sold for 7717765
house 7897664 '56653 Grant Loop' sold for 25327002
house 8879393 '6392 Crona Alley' sold for 15473594
house 7909892 '7181 Jamir Valleys' sold for 12653721
house 8573256 '0686 Nikko Heights' sold for 26841930
house 8330338 '4250 Quitzon Turnpike' sold for 28693865
house 8098449 '0855 Vance Plains' sold for 12614036
house 8227375 '16281 Rhett Spur' sold for 27498205
house 7986738 '358 McCullough Estate' sold for 24663809
house 8048929 '086 Gutmann Via' sold for 19226469
house 8707410 '328 Yadira Radial' sold for 26085237
house 8153069 '06457 Natalia Crossroad' sold for 25435438
house 8098095 '1311 Pollich Well' sold for 9272427
house 7829928 '5384 Hartmann Divide' sold for 8340469
house 8356076 '0290 Bruen Inlet' sold for 10891496
house 8089913 '31733 Block Circles' sold for 18241181
house 7688566 '220 Balistreri Club' sold for 526305
house 9351369 '94936 Zena Forest' sold for 24420328
house 7871198 '1562 Avis Meadow' sold for 19727635
house 9312820 '45434 Konopelski Crossroad' sold for 13649604
house 8986433 '4886 Ethelyn Rapid' sold for 8088497
house 7726999 '06321 Padberg Gardens' sold for 10222215
house 8992845 '9430 Gudrun Burg' sold for 14850754
house 8879367 '84478 Florian Circles' sold for 2409946
house 7835525 '82843 Kari Spring' sold for 11097388
house 9933542 '000 Imelda Motorway' sold for 2863778
house 8748991 '262 Cronin Trail' sold for 28173070
house 9371480 '558 Patrick Villages' sold for 4673829
house 7695147 '30764 O'Hara Road' sold for 27856890
house 8457463 '075 Koch Mills' sold for 2933115
house 8424005 '9142 Tracy Viaduct' sold for 20076689
house 8754361 '0805 MacGyver Plain' sold for 22129652
house 9200266 '39413 Lewis Turnpike' sold for 13498486
house 7552738 '081 Luciano Wall' sold for 17566761
house 8643927 '31993 Heller Course' sold for 4086812
house 9908105 '742 Leif Fords' sold for 3777419
house 8048133 '0631 Roslyn Shoal' sold for 26993205
house 9707110 '69907 Abbott Parkway' sold for 9468299
house 9902749 '21571 Isidro Harbor' sold for 24994338
house 8035165 '85067 Marlene Locks' sold for 12549419
house 8153427 '6416 Newell Skyway' sold for 2825691
house 8662762 '9156 Delmer Meadows' sold for 16412612
house 9227655 '27893 Jaron Manors' sold for 4182575
house 8367467 '543 Carroll Course' sold for 15567003
house 9708985 '69993 Johnson Landing' sold for 19632964
house 8489965 '8454 Lorenzo Underpass' sold for 15790998
house 7708920 '90169 Schultz Curve' sold for 23897975
house 7796511 '919 Predovic Ports' sold for 29060974
house 8832975 '939 Malcolm Forge' sold for 1884824
house 9718095 '80647 Alivia Court' sold for 17555314
house 7976731 '47487 Elroy Glen' sold for 27341649
house 7442584 '2553 Dangelo Roads' sold for 11025089
house 7622587 '0608 Leuschke Manor' sold for 11947486
house 9871196 '310 Benny Trail' sold for 29650453
house 9992137 '950 Vada Mission' sold for 22870271
house 7782212 '37293 Jasper Glen' sold for 4248512
house 8809155 '09126 Muhammad Club' sold for 10036287
house 7839546 '025 Victor Skyway' sold for 733433
house 8269380 '928 Vella Trafficway' sold for 11431418
house 7887878 '18630 Mustafa Expressway' sold for 9836608
house 8007619 '21861 Considine Crossing' sold for 1083890
house 7715998 '25702 Waelchi Streets' sold for 13195644
house 9575883 '359 Tremblay Locks' sold for 6392302
house 8088019 '3856 Rowe Shoals' sold for 12979401
house 7613086 '56789 Botsford Ramp' sold for 27693018
house 9729034 '2400 Hirthe Plaza' sold for 15993929
house 9877567 '495 Beer Cliff' sold for 10694320
house 7636340 '4840 Jenkins Gardens' sold for 20676439
house 7505956 '55918 Abdul Shores' sold for 12101713
house 9946597 '333 Mandy Drives' sold for 5491076
house 7624314 '2976 Littel Rue' sold for 8205382
house 7988485 '7902 Bradtke Manors' sold for 6330706
house 7839536 '1866 Cassin Turnpike' sold for 16540822
house 9673729 '7317 Schmitt Point' sold for 26581118
house 8654058 '29709 Hettinger Cliff' sold for 20564605
house 8951685 '227 Bobby Fords' sold for 28374900
house 9751674 '246 Mabelle Plaza' sold for 17763229
house 9430213 '025 Nicholaus Alley' sold for 27206353
house 7629429 '552 Wyman Fall' sold for 26151336
house 7898878 '571 Vandervort Gateway' sold for 11646823
house 8370457 '5373 Gabrielle Plaza' sold for 9631921
house 9828467 '6348 Vandervort Point' sold for 26638196
house 8225674 '61020 Cormier Circles' sold for 14996116
house 9092883 '480 Roy Turnpike' sold for 18795081
house 9218263 '82388 Brown Row' sold for 1838622
house 9384106 '365 Upton Mills' sold for 7367399
house 9599915 '026 Lee Tunnel' sold for 19613380
house 9124460 '226 Maribel Wells' sold for 27217711
house 9846207 '81284 Windler Land' sold for 26239655
house 9209726 '986 Langosh Crest' sold for 19301085
house 7822510 '90128 Crist Course' sold for 6312220
house 9165521 '28772 Leffler Causeway' sold for 15276129
house 8251084 '866 Robel Place' sold for 4570292
house 8221477 '55568 Okuneva Grove' sold for 2436718
house 8101100 '3205 Crooks Lights' sold for 14372880
house 8253186 '9671 Morar Walks' sold for 3985635
house 8116654 '6031 Trantow Ports' sold for 4073360
house 8114742 '865 Jayme Drives' sold for 11526526
house 8161468 '149 Littel Groves' sold for 9615551
house 7869144 '957 Schmidt Loaf' sold for 26654428
house 8485998 '106 Terry Bypass' sold for 7657797
house 8085790 '850 Block Well' sold for 16668539
house 8932186 '78317 Urban Flats' sold for 16139485
house 8659041 '88307 Arturo Lane' sold for 1580744
house 7892418 '4091 Kilback Junctions' sold for 12813183
house 7987233 '33778 Daugherty Park' sold for 5211648
house 7809444 '3083 Bayer Neck' sold for 21485607
house 9264806 '423 Dorian Ramp' sold for 7524717
house 7591349 '49137 Rippin Camp' sold for 4096616
house 9031171 '23602 Maida Row' sold for 16263600
house 8453127 '37748 Doris Route' sold for 17297433
house 7768534 '49244 Murray Mountain' sold for 26206542
house 9853225 '868 Thaddeus Turnpike' sold for 29243658
house 8648023 '587 Upton Locks' sold for 18320897
house 8468775 '278 Ernest Run' sold for 26461910
house 7446720 '29249 Roma Causeway' sold for 10106474
house 7892233 '046 Williamson Fields' sold for 18785385
house 7921597 '880 Mozell Plains' sold for 22817991
house 9493993 '136 Jamison Lake' sold for 19045937
house 7940500 '804 Jeffry Flat' sold for 29357929
house 7541424 '802 Hilpert Lodge' sold for 13141564
house 9824296 '5618 Shanon Junctions' sold for 18760490
house 9520435 '0963 Vivienne Roads' sold for 21483722
house 9146194 '071 Fabiola Rue' sold for 14545369
house 9774820 '338 Wolff Junction' sold for 12092194
house 9657421 '865 McDermott Shores' sold for 3522595
house 9783232 '8515 Ondricka Mills' sold for 24650597
house 9682427 '689 Ilene Mission' sold for 8943229
house 9953658 '389 Tyrell River' sold for 23952343
house 7833484 '933 Mac Throughway' sold for 19279552
house 9471268 '7585 Desmond Shoal' sold for 29088338
house 8041323 '180 Lily Avenue' sold for 20864818
house 7792690 '63475 Schaden Harbor' sold for 25126534
house 7923879 '9530 Romaguera Meadow' sold for 3437220
house 8032198 '534 Roberto Glen' sold for 14371457
house 7739599 '025 Raegan Viaduct' sold for 8816909
house 9718331 '32580 Osbaldo Well' sold for 20706541
house 7807954 '31101 Donny Hollow' sold for 2778862
house 9467015 '7428 Jast Mountain' sold for 27058681
house 8004200 '19956 Beahan Walks' sold for 19149999
house 9853549 '08060 Kulas Path' sold for 21018696
house 8057171 '3754 Maryam Summit' sold for 7027555
house 7822678 '96576 Grant Cliffs' sold for 25615742
house 7470352 '6073 Luz Rue' sold for 9032538
house 8132188 '12607 Waters Road' sold for 8620335
house 9203011 '486 Hermiston Radial' sold for 13022151
house 8233048 '9962 Telly Bridge' sold for 22688212
house 8307965 '05193 Morris Hollow' sold for 7478937
house 8049968 '4139 Josiah Common' sold for 17683613
house 9229041 '33850 Fisher Valleys' sold for 28663365
house 9746799 '458 Marlee Springs' sold for 6721858
house 9528324 '741 Amalia Walks' sold for 19399425
house 9235046 '5458 Judd Centers' sold for 8710414
house 8612235 '5954 Julian Motorway' sold for 16878638
house 8328941 '49275 Elias Trafficway' sold for 1132470
house 8288663 '91204 Salma Mill' sold for 9413473
house 7619724 '77436 Schneider Corner' sold for 20880129
house 8317855 '3532 Jeffery Keys' sold for 3632063
house 9581568 '49299 Jaime Hills' sold for 26979575
house 9742206 '0020 Corine Summit' sold for 19515067
house 8012840 '964 Abby Lights' sold for 9770906
house 8172009 '4977 Chester Lane' sold for 24173454
house 7957451 '0821 Haskell Overpass' sold for 571881
house 8471678 '5823 Osinski Mountain' sold for 21205876
house 9097305 '61713 Erick Rue' sold for 14388360
house 7458618 '094 Yost Fields' sold for 19977590
house 7837799 '510 Kevon Glen' sold for 20642478
house 9336603 '30158 Nicolette Meadow' sold for 18803014
house 7693404 '479 Treutel Turnpike' sold for 24966897
house 9037884 '6949 Ullrich Fork' sold for 5502783
house 7722854 '546 Blick Village' sold for 10655914
house 7777389 '5437 Waelchi Forge' sold for 22741183
house 8275473 '869 Rodriguez Lakes' sold for 15333527
house 8893056 '55549 Allison Trail' sold for 21773596
house 8105996 '61043 Bartell Place' sold for 24481741
house 8909826 '38896 Odessa Pass' sold for 10214033
house 8519824 '4780 Peggie Highway' sold for 869652
house 8806774 '3486 Balistreri Stream' sold for 3786538
house 7518951 '0328 Fay Rapid' sold for 11773856
house 7905512 '903 Ondricka Isle' sold for 519820
house 8499364 '512 Cole Mission' sold for 19601656
house 8166261 '6624 Wilkinson Manors' sold for 25774021
house 7510289 '31518 Turner Isle' sold for 5276591
house 7527734 '46754 Hackett Street' sold for 28943418
house 9203853 '14762 Kutch Camp' sold for 8833057
house 8763498 '4782 Morissette Prairie' sold for 20977392
house 8948168 '37438 Irwin Well' sold for 20992933
house 8350808 '836 Dion Knolls' sold for 10736649
house 8574674 '6851 Ena Glen' sold for 4129998
house 8756374 '41066 Dickens Burg' sold for 20120006
house 8261566 '513 Murray Manors' sold for 23140817
house 9409228 '9264 Marianna Plaza' sold for 16235324
house 8704646 '388 Farrell Turnpike' sold for 28549331
house 9476189 '32463 Schroeder Expressway' sold for 10443917
house 8731543 '3314 Kiel Stravenue' sold for 29028553
house 8543117 '043 Nolan Forks' sold for 10396305
house 8753021 '7291 Strosin Squares' sold for 3200753
house 7518253 '249 Hermiston Cliffs' sold for 25015092
house 8905855 '64675 Neil Glen' sold for 11027300
house 8192419 '6497 Pollich Pine' sold for 15605380
house 8111869 '53964 Zelda Oval' sold for 14059695
house 8131992 '4360 Corkery Crossroad' sold for 26107513
house 8288218 '10487 Lindgren Vista' sold for 8939870
house 8572523 '2521 Cortez Fort' sold for 25554292
house 7529381 '1531 Joanny Plains' sold for 12178254
house 7730512 '577 Bode Square' sold for 7678713
house 8034924 '69918 Efren Ferry' sold for 23090447
house 9809386 '541 Weimann Unions' sold for 18877243
house 9671308 '540 Koepp Streets' sold for 17046152
house 7984063 '3008 Hand Light' sold for 11339238
house 8311633 '349 Bechtelar Branch' sold for 21562551
house 8642532 '18435 Stehr Plaza' sold for 24878787
house 7724159 '1997 Alaina Ridge' sold for 691556
house 9658489 '3899 Dennis Plains' sold for 10113499
house 9485433 '70623 Rocky Pine' sold for 29716751
house 9115383 '315 Wyman Spur' sold for 24148400
house 9702464 '4131 Leannon Park' sold for 19697431
house 9341099 '69382 Orn Ford' sold for 17966119
house 9962395 '42197 Jeramie Trail' sold for 6415414
house 9854846 '985 Jessika Garden' sold for 4067034
house 9047649 '6509 Otto Oval' sold for 19337249
house 9719199 '844 Jones Village' sold for 12348926
house 9942265 '015 Streich Unions' sold for 27705819
house 9725696 '14734 Oran Mews' sold for 3377907
house 9973288 '4797 Pinkie Rue' sold for 25701114
house 9252623 '00156 Jany Drives' sold for 28612109
house 8881580 '437 Renee Trafficway' sold for 22041413
house 8766416 '560 Annetta Prairie' sold for 29089768
house 8820911 '6272 Wiza Forks' sold for 16323867
house 8330282 '55511 Kuhlman Skyway' sold for 5894632
house 7755294 '333 Weston Meadow' sold for 14269870
house 8438056 '68804 Norwood Forge' sold for 18552934
house 9035610 '229 Ledner River' sold for 8918945
house 8576860 '9321 Sawayn Point' sold for 28227889
house 8292691 '1828 Prosacco Port' sold for 27774137
house 8149301 '34531 Wehner Isle' sold for 2762003
house 9891665 '3697 Hettinger Circle' sold for 1869669
house 9725738 '5776 Doyle Oval' sold for 6996757
house 8183123 '27904 Vern Shores' sold for 11645679
house 8403105 '61823 Rowe Hills' sold for 3131844
house 9476753 '818 Barton Drive' sold for 21033548
house 8048731 '99524 Ledner Ridges' sold for 5223644
house 9518246 '247 Koepp Skyway' sold for 12335554
house 9374692 '0657 Pete Run' sold for 21703806
house 9617791 '50368 Anderson Squares' sold for 21111243
house 8209403 '562 Zulauf Stravenue' sold for 2753849
house 8985551 '32821 Catherine Drive' sold for 4910286
house 8683274 '01076 Heather Lake' sold for 27859292
house 8569472 '895 Malika Courts' sold for 20363015
house 8289433 '33496 Cruickshank Knoll' sold for 25266129
house 8636751 '7073 Domingo Alley' sold for 5567563
house 8553768 '9168 Herbert Roads' sold for 9288496
house 8673437 '98518 Mack Lock' sold for 9938278
house 9415238 '22181 Littel Way' sold for 22611407
house 8690680 '2953 Waldo Creek' sold for 20792471
house 8460790 '06834 Kyleigh Valley' sold for 13332428
house 7928971 '909 Meaghan Mount' sold for 9696139
house 8594483 '4217 Chadrick Curve' sold for 3991983
house 9930825 '5585 Runte Port' sold for 23791945
house 7447891 '38750 Lindgren Mills' sold for 12219715
house 8143368 '4337 Crawford Lodge' sold for 27919449
house 8935483 '95679 DuBuque Throughway' sold for 21057580
house 7695296 '38021 Alta Way' sold for 2060967
house 8512698 '4874 Padberg Stream' sold for 14601614
house 8214475 '1848 Nitzsche Orchard' sold for 8981104
house 7504456 '89476 Wolff Flat' sold for 7419089
house 9256522 '42691 Mosciski Fall' sold for 25077300
house 7813396 '3773 Boyle Alley' sold for 9539552
house 8383639 '45160 Myah Glens' sold for 8102241
house 7515048 '626 Howell Stream' sold for 27527303
house 9704107 '410 Strosin Shores' sold for 8579917
house 8263954 '9128 Quigley Pines' sold for 11070441
house 8121820 '48708 Milo Landing' sold for 2598710
house 9154098 '3062 Huel Square' sold for 10552998
house 7749622 '43952 Gorczany Walk' sold for 9099706
house 7856262 '169 Savanah Lodge' sold for 3321558
house 8699566 '02105 Kozey Track' sold for 5408719
house 7440469 '83462 Ritchie Fords' sold for 18008047
house 9013148 '38933 Yessenia Forges' sold for 4904154
house 8276602 '84531 Harris Landing' sold for 5298759
house 7540348 '0673 Ritchie Hills' sold for 4751322
house 8704067 '2837 Langworth Spurs' sold for 26509346
house 7840320 '5339 D'Amore Stravenue' sold for 25925395
house 8484673 '20700 Luis Parks' sold for 13092074
house 8369445 '3365 Omer Rest' sold for 21668830
house 8375886 '437 Conn Court' sold for 8944359
house 8180038 '5011 Fernando Crossroad' sold for 16333783
house 7922636 '42755 Abbott Meadows' sold for 2509116
house 8743707 '59335 Bernhard Isle' sold for 27257609
house 8823706 '782 Sabrina Fields' sold for 29842379
house 8536657 '94185 Minnie Mountain' sold for 15544934
house 7441874 '691 Macey Squares' sold for 6566421
house 9693131 '7862 Taryn Flats' sold for 25223875
house 7775558 '066 Waelchi Field' sold for 15948114
house 8832874 '714 Goyette Ports' sold for 28628078
house 8315932 '06088 Pearl Rapid' sold for 10061140
house 8578790 '10038 Nasir Vista' sold for 17464979
house 9018554 '93473 Champlin Land' sold for 24470427
house 7704089 '803 Dimitri Branch' sold for 7618301
house 9977400 '0796 Huels Mountain' sold for 9809506
house 9048896 '676 Hand Knolls' sold for 18176552
house 9535693 '40111 Smitham Views' sold for 17209526
house 9851693 '2186 Huels Overpass' sold for 19882447
house 9245314 '6036 Halle Course' sold for 10135334
house 9524185 '7963 Cronin Pine' sold for 15753382
house 9788772 '242 Grayce Fords' sold for 16684690
house 9550030 '3342 Carter Camp' sold for 16086166
house 9116457 '37684 Raynor Place' sold for 23374792
